Top pages,Clicks,Impressions,CTR,Position
https://www.johndcook.com/blog/2021/01/30/python-triple-quote-regex/,77,21712,0.35%,15.31
https://www.johndcook.com/blog/2009/09/22/negative-binomial-distribution/,77,16557,0.47%,59.62
https://www.johndcook.com/blog/2018/03/09/could-you-read-on-pluto/,77,15975,0.48%,18.37
https://www.johndcook.com/blog/2022/05/09/logarithmic-spiral/,77,14269,0.54%,15.53
https://www.johndcook.com/blog/2018/03/19/asymptotic-solution-to-ode/,77,11980,0.64%,27.97
https://www.johndcook.com/blog/2019/01/23/queueing/,77,11031,0.7%,48.64
https://www.johndcook.com/blog/2018/08/10/equal-earth-projection/,77,10471,0.74%,21.25
https://www.johndcook.com/blog/2019/05/26/sums-of-volumes-of-spheres/,77,9165,0.84%,36.84
https://www.johndcook.com/blog/2023/10/18/portable-sed-i/,77,9029,0.85%,11.41
https://www.johndcook.com/blog/2009/06/24/optical-illusion/,77,8966,0.86%,16.63
https://www.johndcook.com/blog/normal_approx_to_gamma/,77,6699,1.15%,19.2
https://www.johndcook.com/blog/2015/03/11/extremely-small-probabilities/,77,5830,1.32%,20.25
https://www.johndcook.com/blog/2023/11/20/nonlinear-pendulum-period/,77,5705,1.35%,14.97
https://www.johndcook.com/blog/2025/05/14/quaterion-mult-matrices/,77,5562,1.38%,22.5
https://www.johndcook.com/blog/2016/02/12/improving-on-chebyshevs-inequality/,77,3201,2.41%,38.13
https://www.johndcook.com/blog/2014/11/22/ergodic/,77,2509,3.07%,14.25
https://www.johndcook.com/blog/2010/08/28/inside-the-multitasking-and-marijuana-study/,77,2386,3.23%,22.63
https://www.johndcook.com/blog/2020/02/26/cubic-iteration/,77,1510,5.1%,21.27
https://www.johndcook.com/blog/2010/10/27/divisibility-by-7/,76,64344,0.12%,33.46
https://www.johndcook.com/blog/2021/04/03/calculating-square-roots/,76,24432,0.31%,43.29
https://www.johndcook.com/blog/2023/11/17/pii-in-photos/,76,13905,0.55%,15.55
https://www.johndcook.com/blog/2017/03/09/how-areas-of-math-are-connected/,76,11114,0.68%,18.93
https://www.johndcook.com/blog/2017/11/04/fourier-bessel-series-and-gibbs-phenomena/,76,7383,1.03%,16.96
https://www.johndcook.com/blog/2021/10/14/discrete-gaussian-sum/,76,5573,1.36%,58.1
https://www.johndcook.com/blog/2016/01/10/visualizing-the-dft-matrix/,76,4627,1.64%,26.34
https://www.johndcook.com/blog/2023/10/11/python-agm/,76,2845,2.67%,17.23
https://www.johndcook.com/blog/2018/07/20/homotopy-groups-of-spheres/,75,30377,0.25%,12.71
https://www.johndcook.com/blog/2019/10/02/sturm-series/,75,19536,0.38%,49.86
https://www.johndcook.com/blog/2023/05/10/map-distortion/,75,14765,0.51%,22.87
https://www.johndcook.com/half_life_calculator.html,75,14207,0.53%,17.06
https://www.johndcook.com/blog/2019/11/13/anagram-frequency/,75,13569,0.55%,33.99
https://www.johndcook.com/blog/2017/09/23/sierpinski-triangle-strikes-again/,75,11015,0.68%,7.13
https://www.johndcook.com/blog/2025/09/10/mental-rng/,75,9574,0.78%,17.96
https://www.johndcook.com/blog/2023/07/25/extending-harmonic-numbers/,75,8322,0.9%,32.24
https://www.johndcook.com/blog/2015/12/09/find-rss-feeds/,75,8086,0.93%,15.05
https://www.johndcook.com/blog/2023/07/19/v-statistics/,75,7453,1.01%,12.25
https://www.johndcook.com/blog/2015/09/27/doubly-and-triply-periodic-functions/,75,7361,1.02%,45.89
https://www.johndcook.com/blog/2024/06/05/regression-without-intercept/,75,6013,1.25%,29.2
https://www.johndcook.com/blog/2018/02/16/bell-polynomials/,75,5156,1.45%,24.78
https://www.johndcook.com/blog/2020/07/20/cosine-power-approx/,75,4779,1.57%,9.54
https://www.johndcook.com/blog/2018/01/25/easter-eggs-and-yellow-pigs/,75,4410,1.7%,40.57
https://www.johndcook.com/blog/2025/02/18/the-buenos-aires-constant/,75,3371,2.22%,66.12
https://www.johndcook.com/blog/2019/08/04/spiral-of-theodorus/,74,25469,0.29%,6.49
https://www.johndcook.com/blog/2009/04/27/converting-miles-to-degrees-longitude-or-latitude/,74,15302,0.48%,30.06
https://www.johndcook.com/blog/2009/06/25/probability-approximation/,74,9599,0.77%,31.68
https://www.johndcook.com/blog/2018/06/26/objectives-and-constraints/,74,8514,0.87%,13.36
https://www.johndcook.com/blog/2023/09/03/dft-numpy-mathematica/,74,6452,1.15%,26.17
https://www.johndcook.com/blog/2022/11/29/elliptic-functions-python/,74,4668,1.59%,12.48
https://www.johndcook.com/blog/2022/11/15/t-entropy/,74,2207,3.35%,26.68
https://www.johndcook.com/blog/2024/12/16/perpetual-calendars/,73,15612,0.47%,19.99
https://www.johndcook.com/blog/2012/08/30/flying-to-mars-in-three-days/,73,13348,0.55%,20.95
https://www.johndcook.com/blog/2019/09/10/progress-on-the-collatz-conjecture/,73,12440,0.59%,12.59
https://www.johndcook.com/blog/2018/05/07/truncated-svd/,73,8555,0.85%,28.74
https://www.johndcook.com/blog/python_erf/,73,6413,1.14%,12.16
https://www.johndcook.com/blog/2019/07/17/integral-approximation-trick/,73,4928,1.48%,47.96
https://www.johndcook.com/blog/2023/07/29/ruzsa-distance/,73,1094,6.67%,13.04
https://www.johndcook.com/blog/2024/08/31/mentally-multiply-by-pi/,72,19902,0.36%,8.4
https://www.johndcook.com/blog/2018/04/24/moore-penrose-pseudoinverse-is-not-an-adjoint/,72,15266,0.47%,33.41
https://www.johndcook.com/blog/2016/08/19/how-many-ways-can-you-tile-a-chessboard-with-dominoes/,72,14359,0.5%,11.84
https://www.johndcook.com/blog/2021/11/26/spherical-excess/,72,14133,0.51%,28.55
https://www.johndcook.com/blog/2019/12/24/master-apprentice-graph/,72,12147,0.59%,19.76
https://www.johndcook.com/blog/2021/04/26/fgrep/,72,9334,0.77%,17.4
https://www.johndcook.com/blog/2020/03/10/remez-algorithm/,72,7290,0.99%,17.8
https://www.johndcook.com/blog/2022/11/09/computing-acrcos/,72,2349,3.07%,41.83
https://www.johndcook.com/blog/2010/10/14/kibi-mebi-gibi/,71,70945,0.1%,33.85
https://www.johndcook.com/blog/2013/04/23/bad-normal-approximation/,71,21591,0.33%,20.78
https://www.johndcook.com/blog/2020/10/16/primitive-pythagorean-triples/,71,17884,0.4%,28.4
https://www.johndcook.com/blog/2023/07/09/jacobi-trig/,71,6815,1.04%,22.06
https://www.johndcook.com/blog/2012/05/04/visiting-puerto-rico/,71,5933,1.2%,11.69
https://www.johndcook.com/blog/2024/02/26/infinite-determinant/,71,3425,2.07%,12.25
https://www.johndcook.com/blog/2018/11/07/west-coast-law/,71,1955,3.63%,9.07
https://www.johndcook.com/blog/2019/08/19/lebesgue-weierstrass/,71,1124,6.32%,44.31
https://www.johndcook.com/trig.html,70,61360,0.11%,22.92
https://www.johndcook.com/blog/2012/03/27/polynomial-trick/,70,41278,0.17%,36.35
https://www.johndcook.com/blog/2021/11/10/partitions-and-pentagons/,70,10995,0.64%,26.71
https://www.johndcook.com/blog/2019/09/27/fat-tails-and-the-t-test/,70,9745,0.72%,40.56
https://www.johndcook.com/blog/2023/06/27/dedekind/,70,9595,0.73%,11.73
https://www.johndcook.com/blog/2009/03/16/sharps-and-flats-in-html/,70,4891,1.43%,32.45
https://www.johndcook.com/blog/2009/03/26/springs-and-resistors-harmonic-mean/,70,4872,1.44%,21.8
https://www.johndcook.com/blog/2018/11/19/midys-theorem/,70,4057,1.73%,16.87
https://www.johndcook.com/blog/2015/10/13/fibonacci-numbers-arctangents-and-pi/,70,2485,2.82%,30.76
https://www.johndcook.com/blog/2022/11/23/laplace-half-plane/,70,2004,3.49%,35.59
https://www.johndcook.com/blog/2019/01/08/hipaa-date-of-service/,70,1676,4.18%,17.24
https://www.johndcook.com/perimeter_ellipse.html,69,20502,0.34%,25.64
https://www.johndcook.com/blog/2019/08/21/zip-code-population/,69,7843,0.88%,22.51
https://www.johndcook.com/blog/2025/09/16/monero-seed-words/,69,7112,0.97%,9.09
https://www.johndcook.com/blog/2019/09/16/collatz-conjecture-skepticism/,69,7019,0.98%,24.77
https://www.johndcook.com/blog/2017/05/15/when-length-equals-area/,69,5478,1.26%,23.66
